City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Tarauaca,BR,2020-02-24 03:37:45,-8.16,-70.77,71.2,89,95,1.07
285,Palencia,ES,2020-02-24 03:39:57,42.42,-4.5,39.99,90,0,1.01
286,Mahibadhoo,MV,2020-02-24 03:39:58,3.78,72.97,82.96,78,68,18.19
287,Nuuk,GL,2020-02-24 03:39:58,64.18,-51.72,15.8,43,100,6.93
288,Flinders,AU,2020-02-24 03:37:44,-34.58,150.86,86.0,45,0,17.22
289,Saint-Paul-Les-Dax,FR,2020-02-24 03:39:58,43.73,-1.05,46.99,87,0,3.36
290,Temeni,GR,2020-02-24 03:39:58,38.23,22.12,42.01,93,20,3.22
291,Tandil,AR,2020-02-24 03:36:28,-37.32,-59.13,64.99,70,0,3.0
292,Dryden,CA,2020-02-24 03:39:59,49.78,-92.75,33.8,64,90,12.75
293,Tomatlan,MX,2020-02-24 03:39:59,19.93,-105.25,72.05,50,0,2.86
294,Huanan,CN,2020-02-24 03:39:59,46.22,130.52,21.76,85,43,18.07
295,Cap Malheureux,MU,2020-02-24 03:39:59,-19.98,57.61,80.01,94,20,4.7
296,Bathsheba,BB,2020-02-24 03:39:59,13.22,-59.52,78.8,83,20,14.99
297,Acajutla,SV,2020-02-24 03:38:51,13.59,-89.83,82.27,72,0,11.99
298,Mount Gambier,AU,2020-02-24 03:40:00,-37.83,140.77,75.2,53,90,10.29
299,Husavik,IS,2020-02-24 03:40:00,66.04,-17.34,26.02,92,100,6.04
300,San Juan,AR,2020-02-24 03:40:00,-31.54,-68.54,75.42,38,0,7.23
301,Marystown,CA,2020-02-24 03:40:01,47.17,-55.15,30.4,85,0,8.81
302,Aktas,KZ,2020-02-24 03:40:01,49.78,72.96,12.2,92,40,6.71
303,Sorong,ID,2020-02-24 03:35:21,-0.88,131.25,91.24,54,100,3.65
304,Cockburn Town,TC,2020-02-24 03:40:01,21.46,-71.14,73.67,66,0,16.26
305,Noyabrsk,RU,2020-02-24 03:40:01,63.2,75.45,25.41,91,100,22.93
306,Burnie,AU,2020-02-24 03:40:01,-41.07,145.92,71.01,61,85,5.99
307,Mogadishu,SO,2020-02-24 03:40:02,2.04,45.34,79.95,81,80,23.78
308,Ghiror,IN,2020-02-24 03:40:02,27.18,78.8,66.06,66,0,4.61
309,Azare,NG,2020-02-24 03:40:02,11.68,10.19,64.67,22,0,8.48
310,Kuala Terengganu,MY,2020-02-24 03:40:02,5.33,103.14,84.2,74,40,8.05
311,Senekal,ZA,2020-02-24 03:40:02,-28.32,27.62,53.11,82,67,8.86
312,Tortoli,IT,2020-02-24 03:40:03,39.93,9.66,54.0,66,5,3.36
313,Manono,CD,2020-02-24 03:40:03,-7.3,27.42,69.62,98,100,6.8
314,Constitucion,CL,2020-02-24 03:40:03,-35.33,-72.42,54.75,92,93,5.32
315,Carnarvon,AU,2020-02-24 03:40:03,-24.87,113.63,84.2,62,0,10.29
316,Kobryn,BY,2020-02-24 03:40:04,52.21,24.36,33.8,90,90,11.18
317,Severobaykalsk,RU,2020-02-24 03:40:04,55.65,109.32,8.01,76,0,3.02
318,Codrington,AU,2020-02-24 03:40:04,-38.27,141.97,62.82,86,51,13.11
319,Harwich,GB,2020-02-24 03:40:04,51.94,1.28,46.0,67,99,5.82
320,Barranca,PE,2020-02-24 03:35:16,-10.75,-77.77,73.62,88,24,10.65
321,Katobu,ID,2020-02-24 03:40:05,-4.94,122.53,84.42,80,74,1.25
322,Bitlis,TR,2020-02-24 03:40:05,38.5,42.25,28.85,96,94,6.17
323,Sechura,PE,2020-02-24 03:40:05,-5.56,-80.82,75.85,80,86,8.01
324,Kindersley,CA,2020-02-24 03:40:05,51.47,-109.17,25.0,79,75,11.41
325,San Rafael Del Sur,NI,2020-02-24 03:40:05,11.85,-86.44,80.6,69,75,13.87
326,Berlevag,NO,2020-02-24 03:40:06,70.86,29.09,35.55,79,100,11.65
327,Skibbereen,IE,2020-02-24 03:40:06,51.55,-9.27,50.0,100,75,27.51
328,Yarmouth,US,2020-02-24 03:40:06,41.71,-70.23,41.0,69,1,6.93
329,Bardiyah,LY,2020-02-24 03:40:06,31.76,25.09,55.81,69,18,18.43
330,Comodoro Rivadavia,AR,2020-02-24 03:37:49,-45.87,-67.5,59.0,82,100,13.76
331,San Cristobal,VE,2020-02-24 03:40:06,7.77,-72.22,78.8,74,75,2.24
332,Erzin,TR,2020-02-24 03:40:07,36.96,36.2,52.0,100,75,4.7
333,Aurillac,FR,2020-02-24 03:40:07,44.92,2.45,37.99,83,0,3.36
334,Miyako,JP,2020-02-24 03:40:07,39.64,141.95,45.03,46,2,7.29
335,Kainantu,PG,2020-02-24 03:40:08,-6.29,145.87,72.68,83,97,0.67
336,Kirakira,SB,2020-02-24 03:40:08,-10.45,161.92,83.93,77,4,8.39
337,Vila Velha,BR,2020-02-24 03:40:08,-20.33,-40.29,75.2,73,75,6.93
338,Beya,RU,2020-02-24 03:40:08,53.05,90.91,14.05,91,89,1.32
339,Paraiso,CR,2020-02-24 03:40:08,9.84,-83.87,69.8,56,56,17.22
340,Kologriv,RU,2020-02-24 03:40:09,58.83,44.32,30.97,92,100,9.46
341,Axim,GH,2020-02-24 03:40:09,4.87,-2.24,78.01,92,63,2.53
342,Valparaiso,CL,2020-02-24 03:35:58,-33.04,-71.63,59.0,87,1,5.53
343,Cururupu,BR,2020-02-24 03:39:33,-1.83,-44.87,73.9,98,57,1.86
344,Najran,SA,2020-02-24 03:40:09,17.49,44.13,57.2,54,24,1.66
345,Pisco,PE,2020-02-24 03:40:09,-13.7,-76.22,77.0,78,75,10.29
346,Durant,US,2020-02-24 03:40:10,33.99,-96.37,57.0,100,90,13.87
347,Gambela,ET,2020-02-24 03:40:10,8.25,34.58,73.4,53,3,1.61
348,Grindavik,IS,2020-02-24 03:40:10,63.84,-22.43,32.0,67,90,27.51
349,Kudat,MY,2020-02-24 03:40:10,6.88,116.85,84.2,79,75,6.93
350,Bambanglipuro,ID,2020-02-24 03:40:10,-7.95,110.28,86.88,65,29,4.21
351,Verkhnevilyuysk,RU,2020-02-24 03:40:11,63.45,120.32,2.75,94,100,7.31
352,Walvis Bay,NA,2020-02-24 03:40:11,-22.96,14.51,64.99,93,52,10.29
353,Da Nang,VN,2020-02-24 03:40:11,16.07,108.22,80.6,57,20,1.12
354,Gaoua,BF,2020-02-24 03:40:11,10.3,-3.25,79.39,16,31,7.0
355,Amot,NO,2020-02-24 03:40:11,59.57,7.99,30.99,73,0,4.65
356,Payakumbuh,ID,2020-02-24 03:40:12,-0.22,100.63,70.79,89,90,4.72
357,Hamilton,US,2020-02-24 03:40:12,39.18,-84.53,44.01,64,1,6.6
358,Dubbo,AU,2020-02-24 03:40:12,-32.25,148.62,80.6,47,90,3.36
359,Duartina,BR,2020-02-24 03:40:12,-22.41,-49.4,69.8,88,84,11.41
360,Contai,IN,2020-02-24 03:35:27,21.78,87.75,77.38,44,36,4.85
361,Luau,AO,2020-02-24 03:40:12,-10.71,22.22,65.12,98,100,4.09
362,Bambous Virieux,MU,2020-02-24 03:40:13,-20.34,57.76,80.01,94,20,4.7
363,Leh,IN,2020-02-24 03:40:13,34.17,77.58,-4.18,54,0,2.28
364,Kashan,IR,2020-02-24 03:40:03,33.98,51.44,51.1,51,94,1.36
365,Yar-Sale,RU,2020-02-24 03:40:13,66.83,70.83,27.12,87,100,24.65
366,Coahuayana,MX,2020-02-24 03:40:13,18.73,-103.68,73.4,88,20,3.36
367,Suffolk,US,2020-02-24 03:40:14,40.87,-72.8,42.8,69,1,4.7
368,Meulaboh,ID,2020-02-24 03:40:14,4.14,96.13,80.53,74,77,4.97
369,Conceicao Da Barra,BR,2020-02-24 03:40:14,-18.59,-39.73,79.68,81,89,23.91
370,Slave Lake,CA,2020-02-24 03:40:14,55.28,-114.77,17.6,72,1,4.7
371,Kayerkan,RU,2020-02-24 03:40:14,69.35,87.76,19.4,92,90,31.32
372,Mugur-Aksy,RU,2020-02-24 03:40:15,50.35,90.5,7.5,93,100,3.47
373,Samarai,PG,2020-02-24 03:40:15,-10.62,150.67,87.39,65,3,7.47
374,Te Anau,NZ,2020-02-24 03:40:15,-45.42,167.72,61.9,57,0,10.38
375,Elko,US,2020-02-24 03:40:15,41.0,-115.5,45.0,51,1,3.36
376,Cavalcante,BR,2020-02-24 03:40:15,-13.8,-47.46,67.51,88,100,1.1
377,Port Hedland,AU,2020-02-24 03:40:16,-20.32,118.57,98.6,30,85,3.36
378,Caruray,PH,2020-02-24 03:40:16,10.31,119.01,87.8,66,20,16.11
379,Talhar,PK,2020-02-24 03:40:16,24.88,68.82,71.55,35,0,3.89
380,Avera,US,2020-02-24 03:40:16,33.19,-82.53,55.0,66,90,3.98
381,San Ramon De La Nueva Oran,AR,2020-02-24 03:40:16,-23.13,-64.33,66.99,92,100,2.98
382,Lac Du Bonnet,CA,2020-02-24 03:40:17,50.25,-96.06,25.0,79,100,5.01
383,San Rafael,AR,2020-02-24 03:40:17,-34.62,-68.33,74.75,33,0,17.36
384,Izumo,JP,2020-02-24 03:40:17,35.37,132.77,59.0,54,20,19.46
385,Vostok,RU,2020-02-24 03:40:17,46.49,135.88,22.55,90,100,2.98
386,Ajdabiya,LY,2020-02-24 03:40:17,30.76,20.23,57.87,68,79,20.54
387,Mehamn,NO,2020-02-24 03:40:18,71.04,27.85,30.81,84,100,7.83
388,Borazjan,IR,2020-02-24 03:40:18,29.27,51.22,60.8,67,100,4.09
389,Magistralnyy,RU,2020-02-24 03:40:18,56.17,107.45,15.57,88,85,2.82
390,Nevsehir,TR,2020-02-24 03:40:18,38.92,34.67,35.6,100,40,1.68
391,Portland,US,2020-02-24 03:35:23,45.52,-122.68,45.0,70,90,8.05
392,Tadine,NC,2020-02-24 03:40:19,-21.55,167.88,82.15,62,36,13.24
393,Valverde Del Camino,ES,2020-02-24 03:39:17,37.58,-6.75,53.01,64,0,1.99
394,Praia Da Vitoria,PT,2020-02-24 03:40:19,38.73,-27.07,55.4,87,40,6.11
395,Batagay-Alyta,RU,2020-02-24 03:40:19,67.8,130.41,-12.46,76,99,5.12
396,Pleasanton,US,2020-02-24 03:40:19,37.66,-121.87,57.2,58,20,6.93
397,Tofield,CA,2020-02-24 03:40:20,53.37,-112.67,19.99,66,75,3.36
398,Salisbury,GB,2020-02-24 03:40:20,51.07,-1.8,51.01,100,100,12.75
399,Katherine,AU,2020-02-24 03:40:20,-14.47,132.27,95.0,50,100,13.87
400,Huadian,CN,2020-02-24 03:40:20,42.96,126.75,27.57,77,35,6.78
401,Methoni,GR,2020-02-24 03:40:20,36.82,21.7,48.0,58,3,4.7
402,Naze,JP,2020-02-24 03:40:21,28.37,129.48,66.2,55,0,4.7
403,Kindu,CD,2020-02-24 03:40:21,-2.95,25.95,72.16,98,100,3.31
404,Kahului,US,2020-02-24 03:40:21,20.89,-156.47,78.8,61,40,11.41
405,Kharian,PK,2020-02-24 03:40:20,32.81,73.86,55.4,93,40,1.45
406,Rovinj,HR,2020-02-24 03:40:21,45.08,13.64,53.01,93,75,2.24
407,Pemberton,CA,2020-02-24 03:40:22,50.32,-122.8,24.26,97,100,0.83
408,Sanary-Sur-Mer,FR,2020-02-24 03:40:22,43.12,5.8,57.0,93,0,21.07
409,Meiganga,CM,2020-02-24 03:40:22,6.52,14.3,71.58,13,22,9.33
410,Eltham,NZ,2020-02-24 03:38:57,-39.43,174.3,71.01,69,5,4.0
411,Pingzhuang,CN,2020-02-24 03:40:22,42.04,119.29,36.91,39,71,8.05
412,Asbe Teferi,ET,2020-02-24 03:40:23,9.08,40.87,58.98,40,86,0.58
413,Bonthe,SL,2020-02-24 03:40:23,7.53,-12.51,78.55,84,97,8.32
414,Kununurra,AU,2020-02-24 03:40:23,-15.77,128.73,100.4,39,70,5.82
415,Kaffrine,SN,2020-02-24 03:40:23,14.11,-15.55,86.83,28,100,7.83
416,Bafoulabe,ML,2020-02-24 03:40:23,13.81,-10.83,87.21,9,83,14.61
417,Sabang,ID,2020-02-24 03:40:24,5.89,95.32,82.27,77,8,24.63
418,Mecca,SA,2020-02-24 03:35:46,21.43,39.83,67.86,69,62,0.98
419,Viransehir,TR,2020-02-24 03:40:24,37.24,39.76,44.85,82,0,5.61
420,Gimli,CA,2020-02-24 03:36:02,50.63,-96.99,25.0,78,33,5.99
421,Pundaguitan,PH,2020-02-24 03:40:24,6.37,126.17,80.89,77,48,8.03
422,Myre,NO,2020-02-24 03:40:25,69.1,15.95,32.0,75,100,25.28
423,Souillac,MU,2020-02-24 03:40:25,-20.52,57.52,80.01,94,20,4.7
424,Yulara,AU,2020-02-24 03:40:25,-25.24,130.99,95.0,13,0,16.11
425,Sao Joao Da Barra,BR,2020-02-24 03:40:25,-21.64,-41.05,74.35,74,100,5.86
426,Kutum,SD,2020-02-24 03:40:25,14.2,24.67,54.5,35,0,11.72
427,Yoshii,JP,2020-02-24 03:40:25,36.25,138.98,57.0,22,0,8.01
428,Vestmannaeyjar,IS,2020-02-24 03:40:26,63.44,-20.27,40.71,67,100,27.22
429,Ganzhou,CN,2020-02-24 03:40:26,28.82,115.43,67.24,70,85,7.36
430,Plettenberg Bay,ZA,2020-02-24 03:40:26,-34.05,23.37,59.7,75,0,2.53
431,Road Town,VG,2020-02-24 03:40:01,18.42,-64.62,77.0,83,1,6.93
432,Megion,RU,2020-02-24 03:40:26,61.03,76.11,12.2,85,100,8.95
433,Sao Felipe,BR,2020-02-24 03:40:27,-14.82,-41.38,69.21,95,54,5.23
434,Henties Bay,NA,2020-02-24 03:40:27,-22.12,14.28,64.99,94,100,5.01
435,Palm Beach,US,2020-02-24 03:40:27,26.71,-80.04,72.0,100,20,14.07
436,Lamu,KE,2020-02-24 03:40:27,-2.27,40.9,82.4,81,36,11.3
437,Abha,SA,2020-02-24 03:37:00,18.22,42.51,59.0,93,14,5.82
438,Igrim,RU,2020-02-24 03:40:28,63.19,64.42,24.01,83,0,15.3
439,Sisophon,KH,2020-02-24 03:40:28,13.59,102.97,83.73,33,0,9.28
440,Kroya,ID,2020-02-24 03:40:28,-7.63,109.25,88.36,61,0,7.56
441,Quang Ngai,VN,2020-02-24 03:40:28,15.12,108.8,73.17,70,0,8.7
442,Vokhtoga,RU,2020-02-24 03:40:28,58.81,41.05,30.49,94,99,8.97
443,Athabasca,CA,2020-02-24 03:40:28,54.72,-113.29,17.01,88,86,1.61
444,Manicore,BR,2020-02-24 03:40:29,-5.81,-61.3,75.24,93,100,1.07
445,Coos Bay,US,2020-02-24 03:40:29,43.37,-124.22,46.99,75,90,4.7
446,Meadow Lake,US,2020-02-24 03:40:29,34.8,-106.54,44.01,69,40,8.05
447,Banjar,ID,2020-02-24 03:40:29,-8.19,114.97,87.8,74,20,8.05
448,El Calvario,GT,2020-02-24 03:40:29,14.12,-89.92,67.19,90,0,3.6
449,Pechora,RU,2020-02-24 03:40:30,65.15,57.22,27.21,88,100,15.79
450,Sokolo,ML,2020-02-24 03:40:30,14.73,-6.12,78.8,12,67,12.46
451,Cove,BJ,2020-02-24 03:40:30,7.22,2.34,76.42,98,14,2.98
452,Surt,LY,2020-02-24 03:40:30,31.21,16.59,52.16,75,9,7.2
453,Dar Es Salaam,TZ,2020-02-24 03:38:53,-6.82,39.27,83.1,78,100,10.63
454,Namie,JP,2020-02-24 03:40:31,37.48,141.0,54.0,49,40,10.29
455,Luleburgaz,TR,2020-02-24 03:40:31,41.4,27.36,39.99,93,34,5.82
456,Natal,BR,2020-02-24 03:40:31,-5.79,-35.21,82.4,78,40,8.05
457,Guia De Isora,ES,2020-02-24 03:40:31,28.21,-16.78,73.4,48,40,19.46
458,Lieksa,FI,2020-02-24 03:40:31,63.32,30.02,26.85,87,72,8.86
459,Mpongwe,ZM,2020-02-24 03:40:32,-13.51,28.16,64.67,97,100,0.78
460,San Policarpo,PH,2020-02-24 03:40:32,12.18,125.51,81.68,72,33,12.64
461,Mingguang,CN,2020-02-24 03:40:32,32.78,117.96,63.72,70,100,11.23
462,San Pedro De Cajas,PE,2020-02-24 03:40:32,-11.25,-75.86,42.8,85,74,3.67
463,Ulan-Ude,RU,2020-02-24 03:40:33,51.83,107.61,3.2,84,91,1.59
464,Cortez,US,2020-02-24 03:40:33,37.35,-108.59,35.6,80,1,6.93
465,Sioux Lookout,CA,2020-02-24 03:40:33,50.1,-91.92,33.8,69,90,16.11
466,Dharchula,IN,2020-02-24 03:40:33,29.85,80.53,37.72,40,98,6.4
467,Asfi,MA,2020-02-24 03:40:33,32.3,-9.24,57.45,48,33,3.27
468,Terme,TR,2020-02-24 03:40:34,41.21,36.97,35.6,93,0,3.36
469,Caravelas,BR,2020-02-24 03:40:34,-17.71,-39.25,79.81,85,63,13.58
470,Chara,RU,2020-02-24 03:40:34,56.91,118.26,7.57,73,99,3.44
471,Kaputa,ZM,2020-02-24 03:40:34,-8.47,29.66,66.52,97,100,4.88
472,Vila Franca Do Campo,PT,2020-02-24 03:40:34,37.72,-25.43,51.8,87,20,4.52
473,Mollendo,PE,2020-02-24 03:40:35,-17.02,-72.01,70.47,89,27,5.84
474,Termoli,IT,2020-02-24 03:40:35,41.99,14.99,50.0,62,0,8.23
475,Hami,CN,2020-02-24 03:40:35,42.8,93.45,33.84,47,21,3.06
476,Quatre Cocos,MU,2020-02-24 03:40:35,-20.21,57.76,80.01,94,20,4.7
477,Morecambe,GB,2020-02-24 03:36:47,54.07,-2.86,37.99,2,100,8.01
478,Barra Do Garcas,BR,2020-02-24 03:38:58,-15.89,-52.26,72.61,95,100,1.77
479,Yumen,CN,2020-02-24 03:40:36,40.28,97.2,36.66,32,0,5.19
480,Isla Vista,US,2020-02-24 03:36:27,34.41,-119.86,57.2,71,1,3.36
481,Greytown,ZA,2020-02-24 03:40:33,-29.06,30.59,48.81,98,98,2.8
482,Umtata,ZA,2020-02-24 03:40:36,-31.59,28.78,53.6,100,26,5.82
483,Jinchang,CN,2020-02-24 03:40:37,38.5,102.17,37.44,24,9,9.42
484,Port Macquarie,AU,2020-02-24 03:40:37,-31.43,152.92,75.99,83,75,3.36
485,Akureyri,IS,2020-02-24 03:40:37,65.68,-18.09,20.46,87,100,8.66
486,Denpasar,ID,2020-02-24 03:40:10,-8.65,115.22,87.8,74,20,8.05
487,Victoria,HK,2020-02-24 03:40:37,22.29,114.16,75.99,60,20,18.34
488,Doha,QA,2020-02-24 03:37:33,25.29,51.53,71.01,88,100,3.36
489,Ust-Kulom,RU,2020-02-24 03:40:38,61.69,53.69,24.78,92,100,13.78
490,Uvelskiy,RU,2020-02-24 03:40:38,54.44,61.36,17.71,93,100,13.0
491,Sungairaya,ID,2020-02-24 03:40:38,0.7,108.9,87.39,63,0,6.17
492,Cayenne,GF,2020-02-24 03:40:38,4.93,-52.33,80.6,78,90,11.41
493,Mount Isa,AU,2020-02-24 03:40:38,-20.73,139.5,87.8,55,90,11.41
494,Ankang,CN,2020-02-24 03:40:39,32.68,109.02,58.82,57,93,2.08
495,Kawalu,ID,2020-02-24 03:40:39,-7.38,108.21,86.56,58,23,1.95
496,Maltahohe,NA,2020-02-24 03:40:39,-24.83,16.98,67.46,70,0,4.85
497,Malmesbury,ZA,2020-02-24 03:40:39,-33.46,18.73,64.0,63,0,11.41
498,Hovd,MN,2020-02-24 03:40:39,48.01,91.64,20.41,53,0,1.72
499,Manzhouli,CN,2020-02-24 03:40:39,49.6,117.43,13.51,81,0,6.13
500,Malindi,KE,2020-02-24 03:40:40,-3.22,40.12,76.71,91,80,3.58
501,Port-Gentil,GA,2020-02-24 03:40:40,-0.72,8.78,81.93,79,100,10.94
502,Hohoe,GH,2020-02-24 03:40:40,7.15,0.47,74.7,97,2,2.77
503,San Luis,AR,2020-02-24 03:40:40,-33.3,-66.34,71.92,43,0,21.83
504,Le Vauclin,MQ,2020-02-24 03:40:40,14.55,-60.84,77.0,88,75,4.7
505,Taunggyi,MM,2020-02-24 03:38:06,20.78,97.03,75.13,31,0,5.23
506,Roma,US,2020-02-24 03:39:42,43.21,-75.46,39.99,73,1,11.81
507,Murud,IN,2020-02-24 03:40:41,18.33,72.97,77.11,33,0,0.96
508,Awbari,LY,2020-02-24 03:40:41,26.59,12.78,45.77,47,0,5.7
509,Nola,IT,2020-02-24 03:40:41,40.92,14.53,57.0,82,40,3.36
510,Aitape,PG,2020-02-24 03:40:42,-3.14,142.35,83.44,73,33,8.43
511,Mazagao,BR,2020-02-24 03:40:42,-0.12,-51.29,82.4,100,40,5.82
512,Lerwick,GB,2020-02-24 03:40:42,60.15,-1.15,39.2,69,55,14.99
513,Diamantino,BR,2020-02-24 03:40:42,-14.41,-56.45,72.5,97,100,3.94
514,El Roble,CO,2020-02-24 03:40:42,9.1,-75.2,78.3,71,42,5.48
515,Flin Flon,CA,2020-02-24 03:40:43,54.77,-101.86,22.69,95,100,4.88
516,Quelimane,MZ,2020-02-24 03:40:43,-17.88,36.89,80.6,94,20,3.36
517,Praya,CV,2020-02-24 03:40:43,14.92,-23.51,68.0,77,75,11.41
518,Taseyevo,RU,2020-02-24 03:40:43,57.22,94.9,14.45,94,69,0.98
519,Vani,GE,2020-02-24 03:40:43,42.08,42.52,39.2,100,0,8.05
520,Korba,IN,2020-02-24 03:40:44,22.35,82.68,68.67,73,91,0.89
521,Usinsk,RU,2020-02-24 03:40:44,65.99,57.53,27.05,92,100,26.22
522,Los Alamos,US,2020-02-24 03:40:02,35.89,-106.31,37.4,55,75,12.75
523,Guerrero Negro,MX,2020-02-24 03:40:44,27.98,-114.06,59.88,77,96,18.68
524,Kaseda,JP,2020-02-24 03:40:45,31.42,130.32,57.2,41,0,4.7
525,Mozarlandia,BR,2020-02-24 03:40:45,-14.74,-50.57,75.63,85,66,0.83
526,Hegang,CN,2020-02-24 03:40:45,47.4,130.37,26.64,79,98,7.81
527,Peleduy,RU,2020-02-24 03:40:45,59.63,112.74,15.96,93,100,10.94
528,Atasu,KZ,2020-02-24 03:40:45,48.68,71.64,4.84,88,0,2.71
529,Turukhansk,RU,2020-02-24 03:40:45,65.82,87.98,14.86,94,100,14.07
530,Baherden,TM,2020-02-24 03:40:46,38.44,57.43,48.69,74,0,2.21
531,Petropavlovsk-Kamchatskiy,RU,2020-02-24 03:40:46,53.05,158.65,32.0,78,40,11.18
532,Hay River,CA,2020-02-24 03:40:46,60.82,-115.8,-7.6,76,40,5.82
533,Tobane,BW,2020-02-24 03:40:46,-21.95,27.9,64.65,71,100,18.72
534,Alofi,NU,2020-02-24 03:40:47,-19.06,-169.92,80.6,94,100,8.05
535,Salekhard,RU,2020-02-24 03:40:47,66.53,66.6,25.63,89,95,20.22
536,La Macarena,CO,2020-02-24 03:40:47,2.18,-73.78,72.61,96,100,2.59
537,Kastamonu,TR,2020-02-24 03:40:47,41.5,33.67,28.36,89,33,3.98
538,Neyshabur,IR,2020-02-24 03:40:47,36.21,58.8,44.15,62,0,3.15
539,Gerede,TR,2020-02-24 03:40:47,40.8,32.2,32.56,79,0,6.4
540,Kingsland,US,2020-02-24 03:40:48,30.8,-81.69,57.99,100,1,3.36
541,Teterow,DE,2020-02-24 03:40:48,53.78,12.57,44.01,75,75,20.8
542,Los Llanos De Aridane,ES,2020-02-24 03:40:48,28.66,-17.92,73.4,49,90,8.05
543,Port Lincoln,AU,2020-02-24 03:39:53,-34.73,135.87,79.86,42,0,9.4
544,Katangli,RU,2020-02-24 03:40:48,51.71,143.23,13.64,85,90,5.73
545,Acarau,BR,2020-02-24 03:39:55,-2.89,-40.12,75.42,96,4,3.02
546,Sambava,MG,2020-02-24 03:40:49,-14.27,50.17,73.33,98,100,0.69
547,Ahipara,NZ,2020-02-24 03:40:49,-35.17,173.17,67.77,71,0,24.7
548,Rabat,MA,2020-02-24 03:39:55,33.99,-6.84,63.0,81,0,1.36
549,Kandrian,PG,2020-02-24 03:40:50,-6.22,149.55,84.76,79,3,4.54
550,Coquimbo,CL,2020-02-24 03:36:54,-29.95,-71.34,60.8,82,90,5.82
551,Abu Samrah,SY,2020-02-24 03:40:50,35.3,37.18,47.75,79,40,7.11
552,Gurupa,BR,2020-02-24 03:40:50,-1.41,-51.64,74.91,98,96,2.48
553,Morehead,US,2020-02-24 03:40:50,37.27,-87.18,46.99,70,90,4.7
554,Rabo De Peixe,PT,2020-02-24 03:40:51,37.8,-25.58,51.8,87,20,1.83
555,Trujillo,PE,2020-02-24 03:37:40,-8.12,-79.03,75.2,88,75,8.05
556,Funadhoo,MV,2020-02-24 03:40:51,6.15,73.27,83.39,78,43,20.8
557,Mayumba,GA,2020-02-24 03:40:51,-3.43,10.66,81.55,77,100,4.76
558,Vysokogornyy,RU,2020-02-24 03:40:51,50.12,139.15,15.26,85,100,3.4
559,Chongwe,ZM,2020-02-24 03:40:51,-15.33,28.68,65.68,94,100,1.5
560,Longkou,CN,2020-02-24 03:40:52,37.65,120.33,52.41,59,100,8.25
561,Puerto Montt,CL,2020-02-24 03:40:52,-41.47,-72.94,51.8,93,75,6.93
562,High Level,CA,2020-02-24 03:40:52,58.52,-117.14,19.4,67,20,11.41
563,Shimoda,JP,2020-02-24 03:40:52,34.67,138.95,57.2,50,20,6.93
564,Clermont,FR,2020-02-24 03:40:52,49.5,2.42,53.01,93,90,5.82
565,Manggar,ID,2020-02-24 03:40:53,-2.88,108.27,82.94,79,0,16.93
566,Atar,MR,2020-02-24 03:40:53,20.52,-13.05,77.45,19,93,9.24
567,Quarai,BR,2020-02-24 03:40:53,-30.39,-56.45,63.64,63,0,8.3
